NAMESPACE            NAME                                                              READY   STATUS      RESTARTS        AGE     IP            NODE       NOMINATED NODE   READINESS GATES
kube-system          weave-net-sbv7r                                                   2/2     Running     3 (9d ago)      12d     10.252.1.8    ncn-w002   <none>           <none>
kube-system          weave-net-spkgb                                                   2/2     Running     6 (29m ago)     12d     10.252.1.10   ncn-m003   <none>           <none>
kube-system          weave-net-zntch                                                   2/2     Running     3 (10d ago)     12d     10.252.1.9    ncn-w001   <none>           <none>
kyverno              kyverno-admission-controller-5fb8868644-7gjhd                     1/1     Running     0               3d21h   10.44.0.35    ncn-w003   <none>           <none>
kyverno              kyverno-admission-controller-5fb8868644-8hjmp                     1/1     Running     0               8d      10.36.0.76    ncn-w001   <none>           <none>
kyverno              kyverno-admission-controller-5fb8868644-9plms                     1/1     Running     0               8d      10.34.0.27    ncn-w002   <none>           <none>
kyverno              kyverno-background-controller-5bb9c4566d-dj56f                    1/1     Running     0               3d21h   10.44.0.15    ncn-w003   <none>           <none>
kyverno              kyverno-cleanup-admission-reports-28861070-tnf99                  0/1     Completed   0               9m57s   10.46.0.14    ncn-w005   <none>           <none>
kyverno              kyverno-cleanup-cluster-admission-reports-28861070-r4w9w          0/1     Completed   0               9m57s   10.46.0.11    ncn-w005   <none>           <none>
kyverno              kyverno-cleanup-controller-5569cb8948-xfbc9                       1/1     Running     2 (44m ago)     8d      10.34.0.24    ncn-w002   <none>           <none>
kyverno              kyverno-reports-controller-599f875b5b-mn96j                       1/1     Running     1 (44m ago)     3d21h   10.44.0.65    ncn-w003   <none>           <none>
metallb-system       metallb-controller-564f6966f-p4sp4                                1/1     Running     0               3d      10.41.0.49    ncn-w004   <none>           <none>
metallb-system       metallb-speaker-6w8t4                                             1/1     Running     4 (43h ago)     8d      10.252.1.14   ncn-w005   <none>           <none>
metallb-system       metallb-speaker-95n2g                                             1/1     Running     1 (7d23h ago)   12d     10.252.1.7    ncn-w003   <none>           <none>
metallb-system       metallb-speaker-c2vx4                                             1/1     Running     2 (9d ago)      12d     10.252.1.8    ncn-w002   <none>           <none>
metallb-system       metallb-speaker-cdcdv                                             1/1     Running     2 (3d20h ago)   12d     10.252.1.13   ncn-w004   <none>           <none>
metallb-system       metallb-speaker-fq8mh                                             1/1     Running     1 (8d ago)      12d     10.252.1.11   ncn-m002   <none>           <none>
metallb-system       metallb-speaker-mlqr4                                             1/1     Running     2 (30m ago)     12d     10.252.1.10   ncn-m003   <none>           <none>
metallb-system       metallb-speaker-nk44l                                             1/1     Running     0               20d     10.252.1.12   ncn-m001   <none>           <none>
metallb-system       metallb-speaker-z6gcb                                             1/1     Running     1 (10d ago)     12d     10.252.1.9    ncn-w001   <none>           <none>
nexus                cray-precache-images-8hdmn                                        1/1     Running     1 (9d ago)      12d     10.34.0.9     ncn-w002   <none>           <none>
nexus                cray-precache-images-9xddc                                        1/1     Running     1 (10d ago)     12d     10.36.0.5     ncn-w001   <none>           <none>
nexus                cray-precache-images-gqndd                                        1/1     Running     1 (7d23h ago)   12d     10.44.0.1     ncn-w003   <none>           <none>
nexus                cray-precache-images-jxv9h                                        1/1     Running     1 (3d20h ago)   12d     10.41.0.1     ncn-w004   <none>           <none>
nexus                cray-precache-images-xtzjk                                        1/1     Running     4 (43h ago)     8d      10.46.0.2     ncn-w005   <none>           <none>
nexus                nexus-84f59cbb6-ndmcw                                             2/2     Running     0               3d      10.41.0.38    ncn-w004   <none>           <none>
opa                  cray-opa-ingressgateway-8pw9f                                     1/1     Running     1 (3d20h ago)   12d     10.41.0.5     ncn-w004   <none>           <none>
opa                  cray-opa-ingressgateway-9qs2m                                     1/1     Running     1 (7d23h ago)   12d     10.44.0.7     ncn-w003   <none>           <none>
opa                  cray-opa-ingressgateway-customer-admin-bmrht                      1/1     Running     1 (10d ago)     12d     10.36.0.3     ncn-w001   <none>           <none>
opa                  cray-opa-ingressgateway-customer-admin-ggrcp                      1/1     Running     1 (9d ago)      12d     10.34.0.5     ncn-w002   <none>           <none>
opa                  cray-opa-ingressgateway-customer-admin-j475x                      1/1     Running     4 (43h ago)     8d      10.46.0.8     ncn-w005   <none>           <none>
opa                  cray-opa-ingressgateway-customer-admin-jcp2r                      1/1     Running     1 (3d20h ago)   12d     10.41.0.6     ncn-w004   <none>           <none>
opa                  cray-opa-ingressgateway-customer-admin-p6psv                      1/1     Running     1 (7d23h ago)   12d     10.44.0.8     ncn-w003   <none>           <none>
opa                  cray-opa-ingressgateway-customer-user-768w7                       1/1     Running     1 (9d ago)      12d     10.34.0.1     ncn-w002   <none>           <none>
opa                  cray-opa-ingressgateway-customer-user-9b4vb                       1/1     Running     1 (7d23h ago)   12d     10.44.0.5     ncn-w003   <none>           <none>
opa                  cray-opa-ingressgateway-customer-user-glbm7                       1/1     Running     1 (10d ago)     12d     10.36.0.6     ncn-w001   <none>           <none>
opa                  cray-opa-ingressgateway-customer-user-lt5zd                       1/1     Running     4 (43h ago)     8d      10.46.0.4     ncn-w005   <none>           <none>
opa                  cray-opa-ingressgateway-customer-user-rs9m5                       1/1     Running     1 (3d20h ago)   12d     10.41.0.11    ncn-w004   <none>           <none>
opa                  cray-opa-ingressgateway-g9wjv                                     1/1     Running     1 (9d ago)      12d     10.34.0.2     ncn-w002   <none>           <none>
opa                  cray-opa-ingressgateway-hhr4p                                     1/1     Running     3 (43h ago)     3d2h    10.46.0.7     ncn-w005   <none>           <none>
opa                  cray-opa-ingressgateway-hmn-2mwmk                                 1/1     Running     1 (7d23h ago)   12d     10.44.0.11    ncn-w003   <none>           <none>
opa                  cray-opa-ingressgateway-hmn-gd987                                 1/1     Running     4 (43h ago)     8d      10.46.0.12    ncn-w005   <none>           <none>
opa                  cray-opa-ingressgateway-hmn-gj65t                                 1/1     Running     1 (10d ago)     12d     10.36.0.2     ncn-w001   <none>           <none>
opa                  cray-opa-ingressgateway-hmn-gpzjz                                 1/1     Running     1 (3d20h ago)   12d     10.41.0.4     ncn-w004   <none>           <none>
opa                  cray-opa-ingressgateway-hmn-trx9n                                 1/1     Running     1 (9d ago)      12d     10.34.0.8     ncn-w002   <none>           <none>
opa                  cray-opa-ingressgateway-sv4zc                                     1/1     Running     1 (10d ago)     12d     10.36.0.10    ncn-w001   <none>           <none>
operators            cray-kiali-kiali-operator-66645594fc-vc9w9                        1/1     Running     0               3d21h   10.44.0.17    ncn-w003   <none>           <none>
operators            strimzi-cluster-operator-569c45b5d-5nfx6                          1/1     Running     0               3d      10.41.0.65    ncn-w004   <none>           <none>
pki-operator         trustedcerts-operator-f546977cb-2wzb2                             2/2     Running     3 (3d21h ago)   3d21h   10.44.0.50    ncn-w003   <none>           <none>
pki-operator         trustedcerts-operator-f546977cb-nlv7d                             2/2     Running     1 (9d ago)      9d      10.36.0.68    ncn-w001   <none>           <none>
pki-operator         trustedcerts-operator-f546977cb-pghxd                             2/2     Running     1 (8d ago)      8d      10.34.0.53    ncn-w002   <none>           <none>
services             cfs-04a16ad5-71bd-4f45-8a03-58d2a87042c5-jcfzb                    0/4     Completed   0               38h     10.46.0.29    ncn-w005   <none>           <none>
services             cfs-16d73c65-2316-43cd-a913-a158718bd6c9-zg6hd                    0/3     Completed   0               29m     10.46.0.11    ncn-w005   <none>           <none>
services             cfs-1c779bf3-c99f-4dd1-a5fe-0ce104a6567a-vgwrk                    0/4     Completed   0               11h     10.46.0.11    ncn-w005   <none>           <none>
