NAMESPACE            NAME                                                                  READY   STATUS      RESTARTS        AGE
services             pod/cray-sts-6b8bb75c68-mhtjt                                         2/2     Running     0               2d10h
services             pod/cray-sts-6b8bb75c68-pgnb4                                         2/2     Running     0               2d11h
services             pod/cray-tftp-5d546777c9-4f67h                                        1/1     Running     0               2d10h
services             pod/cray-tftp-5d546777c9-59v7f                                        1/1     Running     0               2d9h
services             pod/cray-tftp-5d546777c9-fdmvg                                        1/1     Running     0               2d10h
services             pod/cray-tftp-modprobe-4hsf2                                          1/1     Running     0               2d11h
services             pod/cray-tftp-modprobe-ll5sh                                          1/1     Running     0               2d8h
services             pod/cray-tftp-modprobe-ltd9g                                          1/1     Running     0               2d10h
services             pod/cray-tftp-modprobe-pkrhx                                          1/1     Running     0               2d11h
services             pod/cray-tftp-modprobe-q6msp                                          1/1     Running     0               2d10h
services             pod/cray-vpa-recommender-86867b7bf6-p65sg                             2/2     Running     0               2d10h
services             pod/cray-vpa-updater-6f7bb8dcf5-2lmg9                                 2/2     Running     1 (2d6h ago)    2d10h
services             pod/csm-ssh-keys-7ccc4f5494-nc44c                                     2/2     Running     1 (2d10h ago)   2d10h
services             pod/etcd-backup-pvc-snapshots-to-s3-28846325-5d9cm                    0/2     Completed   0               22m
services             pod/etcd-backup-restore-75bb5c4694-4kgp5                              1/1     Running     0               2d10h
services             pod/etcd-backup-restore-75bb5c4694-qk27m                              1/1     Running     0               2d10h
services             pod/gitea-vcs-856dfb98cf-v52ws                                        2/2     Running     0               2d10h
services             pod/gitea-vcs-postgres-0                                              3/3     Running     0               2d6h
services             pod/gitea-vcs-postgres-1                                              3/3     Running     0               2d6h
services             pod/gitea-vcs-postgres-2                                              3/3     Running     0               2d8h
services             pod/hms-discovery-28846317-qh24r                                      0/2     Completed   0               30m
services             pod/hms-discovery-28846320-mc7lz                                      0/2     Completed   0               27m
services             pod/hms-discovery-28846323-rvhj4                                      0/2     Completed   0               24m
services             pod/hms-discovery-28846326-5mtbg                                      0/2     Completed   0               21m
services             pod/hms-discovery-28846329-9zcwh                                      0/2     Completed   0               18m
services             pod/hms-discovery-28846332-2xtlw                                      0/2     Completed   0               15m
services             pod/hms-discovery-28846335-lx9sx                                      0/2     Completed   0               12m
services             pod/hms-discovery-28846338-m9crr                                      0/2     Completed   0               9m49s
services             pod/hms-discovery-28846341-zh9jh                                      0/2     Completed   0               6m49s
services             pod/hms-discovery-28846344-w6rf4                                      0/2     Completed   0               3m49s
services             pod/hms-discovery-28846347-7nz4p                                      1/2     NotReady    0               49s
services             pod/keycloak-postgres-0                                               3/3     Running     0               2d6h
services             pod/keycloak-postgres-1                                               3/3     Running     0               2d6h
services             pod/keycloak-postgres-2                                               3/3     Running     0               2d8h
services             pod/kube-etcd-defrag-28846080-s9d7c                                   0/2     Completed   0               4h27m
services             pod/kube-etcd-defrag-cray-hbtd-bitnami-etcd-28846320-hjnn6            0/2     Completed   0               27m
services             pod/logical-backup-cray-sls-postgres-28843150-xzl48                   0/2     Completed   0               2d5h
services             pod/logical-backup-cray-sls-postgres-28844590-g5w45                   0/2     Completed   0               29h
services             pod/logical-backup-cray-sls-postgres-28846030-6lm9g                   0/2     Completed   0               5h17m
services             pod/logical-backup-cray-smd-postgres-28843210-rs6vq                   0/2     Completed   0               2d4h
services             pod/logical-backup-cray-smd-postgres-28844650-ltkvf                   0/2     Completed   0               28h
services             pod/logical-backup-cray-smd-postgres-28846090-cqrtb                   0/2     Completed   0               4h17m
services             pod/logical-backup-gitea-vcs-postgres-28843270-rrcqt                  0/2     Completed   0               2d3h
services             pod/logical-backup-gitea-vcs-postgres-28844710-fxgp7                  0/2     Completed   0               27h
services             pod/logical-backup-gitea-vcs-postgres-28846150-rpsld                  0/2     Completed   0               3h17m
services             pod/logical-backup-keycloak-postgres-28843330-k6j9t                   0/2     Completed   0               2d2h
services             pod/logical-backup-keycloak-postgres-28844770-xsrpj                   0/2     Completed   0               26h
services             pod/logical-backup-keycloak-postgres-28846210-67zrj                   0/2     Completed   0               137m
services             pod/nmdv2-service-86466bc7f8-2c4c5                                    2/2     Running     0               2d11h
services             pod/slingshot-fabric-manager-6b74fdb5c7-d28ht                         2/2     Running     0               2d10h
services             pod/sonar-jobs-watcher-cc5sz                                          1/1     Running     0               2d11h
services             pod/sonar-jobs-watcher-jnqk5                                          1/1     Running     0               2d10h
services             pod/sonar-jobs-watcher-nvnk6                                          1/1     Running     0               2d8h
services             pod/sonar-jobs-watcher-t28jc                                          1/1     Running     0               2d11h
services             pod/sonar-jobs-watcher-zmctk                                          1/1     Running     0               2d10h
services             pod/sonar-sync-28846345-rkxmg                                         0/1     Completed   0               2m49s
services             pod/sonar-sync-28846346-6bnmd                                         0/1     Completed   0               109s
services             pod/sonar-sync-28846347-mxfw5                                         0/1     Completed   0               49s
services             pod/sshot-fm-recover-28846317-dl6h7                                   0/2     Completed   0               30m
services             pod/sshot-fm-recover-28846320-285db                                   0/2     Completed   0               27m
services             pod/sshot-fm-recover-28846323-v7mc6                                   0/2     Completed   0               24m
services             pod/sshot-fm-recover-28846326-8c6f2                                   0/2     Completed   0               21m
services             pod/sshot-fm-recover-28846329-4pdb5                                   0/2     Completed   0               18m
services             pod/sshot-fm-recover-28846332-bk7gz                                   0/2     Completed   0               15m
services             pod/sshot-fm-recover-28846335-lqxmt                                   0/2     Completed   0               12m
services             pod/sshot-fm-recover-28846338-qjsbn                                   0/2     Completed   0               9m49s
services             pod/sshot-fm-recover-28846341-vz6l2                                   0/2     Completed   0               6m49s
services             pod/sshot-fm-recover-28846344-k8zts                                   0/2     Completed   0               3m49s
services             pod/sshot-fm-recover-28846347-7wlq9                                   1/2     NotReady    0               49s
spire                pod/cray-spire-agent-fhp9g                                            1/1     Running     0               2d11h
spire                pod/cray-spire-agent-mkdvt                                            1/1     Running     0               2d11h
spire                pod/cray-spire-agent-nd9hd                                            1/1     Running     0               2d10h
spire                pod/cray-spire-agent-vckbb                                            1/1     Running     0               2d8h
spire                pod/cray-spire-agent-z9gtm                                            1/1     Running     0               2d10h
spire                pod/cray-spire-jwks-847fc745b8-ckpsh                                  3/3     Running     0               2d11h
spire                pod/cray-spire-jwks-847fc745b8-n925t                                  3/3     Running     0               2d10h
spire                pod/cray-spire-jwks-847fc745b8-slc5n                                  3/3     Running     0               2d9h
spire                pod/cray-spire-postgres-0                                             3/3     Running     0               2d6h
spire                pod/cray-spire-postgres-1                                             3/3     Running     0               2d8h
spire                pod/cray-spire-postgres-2                                             3/3     Running     0               2d6h
spire                pod/cray-spire-postgres-pooler-5997f6f6f5-g7jb8                       2/2     Running     0               2d11h
spire                pod/cray-spire-postgres-pooler-5997f6f6f5-q59zj                       2/2     Running     0               2d9h
spire                pod/cray-spire-postgres-pooler-5997f6f6f5-trwx8                       2/2     Running     0               2d10h
spire                pod/cray-spire-server-0                                               2/2     Running     0               2d10h
spire                pod/cray-spire-server-1                                               2/2     Running     0               2d9h
spire                pod/cray-spire-server-2                                               2/2     Running     0               2d10h
spire                pod/request-ncn-join-token-29q8q                                      2/2     Running     0               2d6h
spire                pod/request-ncn-join-token-99gk5                                      2/2     Running     0               2d10h
spire                pod/request-ncn-join-token-cfvt9                                      2/2     Running     0               2d6h
spire                pod/request-ncn-join-token-d9269                                      2/2     Running     0               10d
spire                pod/request-ncn-join-token-ffwtk                                      2/2     Running     0               2d11h
spire                pod/request-ncn-join-token-jnw8x                                      2/2     Running     0               2d10h
spire                pod/request-ncn-join-token-p5wlp                                      2/2     Running     0               2d8h
spire                pod/request-ncn-join-token-w5cfp                                      2/2     Running     0               2d11h
spire                pod/spire-agent-9lnh8                                                 1/1     Running     0               2d11h
spire                pod/spire-agent-f2tzn                                                 1/1     Running     0               2d10h
spire                pod/spire-agent-qgtjq                                                 1/1     Running     0               2d10h
spire                pod/spire-agent-qm8x8                                                 1/1     Running     0               2d8h
spire                pod/spire-agent-wbcch                                                 1/1     Running     0               2d11h
spire                pod/spire-jwks-6fbb5864db-4cxg2                                       3/3     Running     0               2d10h
spire                pod/spire-jwks-6fbb5864db-5p45h                                       3/3     Running     0               2d10h
spire                pod/spire-jwks-6fbb5864db-f976b                                       3/3     Running     0               2d9h
spire                pod/spire-postgres-0                                                  3/3     Running     0               2d6h
spire                pod/spire-postgres-1                                                  3/3     Running     0               2d6h
spire                pod/spire-postgres-2                                                  3/3     Running     0               2d8h
spire                pod/spire-postgres-pooler-6c97d87dd5-7z9nh                            2/2     Running     0               2d9h
spire                pod/spire-postgres-pooler-6c97d87dd5-nt7xb                            2/2     Running     0               2d10h
spire                pod/spire-postgres-pooler-6c97d87dd5-xpkj7                            2/2     Running     0               2d10h
spire                pod/spire-server-0                                                    2/2     Running     0               2d10h
spire                pod/spire-server-1                                                    2/2     Running     0               2d9h
spire                pod/spire-server-2                                                    2/2     Running     0               2d10h
spire                pod/tpm-provisioner-0                                                 2/2     Running     0               2d9h
sshot-net-operator   pod/sshot-net-operator-cf49677c5-cms4t                                1/1     Running     0               2d10h
sysmgmt-health       pod/cray-sysmgmt-health-canu-test-5fc8b5d66c-nrdm4                    2/2     Running     0               2d10h
sysmgmt-health       pod/cray-sysmgmt-health-grafana-7476fd6654-s6gbl                      3/3     Running     0               2d10h
sysmgmt-health       pod/cray-sysmgmt-health-grok-exporter-544fb59f84-9l6f7                1/1     Running     0               2d6h
sysmgmt-health       pod/cray-sysmgmt-health-grok-exporter-544fb59f84-jnpl4                1/1     Running     0               2d6h
sysmgmt-health       pod/cray-sysmgmt-health-grok-exporter-544fb59f84-lwktf                1/1     Running     0               10d
sysmgmt-health       pod/cray-sysmgmt-health-kube-state-metrics-754c86467f-bjwgq           1/1     Running     0               2d9h
sysmgmt-health       pod/cray-sysmgmt-health-logstash-exporter-85bc88574b-8qwr6            1/1     Running     0               2d10h
sysmgmt-health       pod/cray-sysmgmt-health-node-exporter-iscsi-58772                     1/1     Running     0               2d11h
sysmgmt-health       pod/cray-sysmgmt-health-node-exporter-iscsi-b8x7t                     1/1     Running     0               2d8h
sysmgmt-health       pod/cray-sysmgmt-health-node-exporter-iscsi-gm4pz                     1/1     Running     0               2d10h
sysmgmt-health       pod/cray-sysmgmt-health-node-exporter-iscsi-hv2z4                     1/1     Running     0               2d11h
sysmgmt-health       pod/cray-sysmgmt-health-node-exporter-iscsi-xqbdz                     1/1     Running     0               2d10h
sysmgmt-health       pod/cray-sysmgmt-health-node-exporter-smartmon-5x9tm                  1/1     Running     0               2d6h
sysmgmt-health       pod/cray-sysmgmt-health-node-exporter-smartmon-6bhqk                  1/1     Running     0               2d8h
sysmgmt-health       pod/cray-sysmgmt-health-node-exporter-smartmon-c7p7l                  1/1     Running     0               2d6h
sysmgmt-health       pod/cray-sysmgmt-health-node-exporter-smartmon-kthlq                  1/1     Running     0               2d11h
sysmgmt-health       pod/cray-sysmgmt-health-node-exporter-smartmon-pdl4m                  1/1     Running     0               10d
sysmgmt-health       pod/cray-sysmgmt-health-node-exporter-smartmon-pwmzv                  1/1     Running     0               2d10h
sysmgmt-health       pod/cray-sysmgmt-health-node-exporter-smartmon-q6kll                  1/1     Running     0               2d10h
sysmgmt-health       pod/cray-sysmgmt-health-node-exporter-smartmon-z58nr                  1/1     Running     0               2d11h
sysmgmt-health       pod/cray-sysmgmt-health-prometheus-node-exporter-74hxf                1/1     Running     0               2d6h
sysmgmt-health       pod/cray-sysmgmt-health-prometheus-node-exporter-dtvnd                1/1     Running     0               2d10h
sysmgmt-health       pod/cray-sysmgmt-health-prometheus-node-exporter-jnqwg                1/1     Running     0               2d11h
sysmgmt-health       pod/cray-sysmgmt-health-prometheus-node-exporter-l9zwd                1/1     Running     0               2d10h
sysmgmt-health       pod/cray-sysmgmt-health-prometheus-node-exporter-ntjwx                1/1     Running     0               2d6h
sysmgmt-health       pod/cray-sysmgmt-health-prometheus-node-exporter-v6lz5                1/1     Running     0               10d
sysmgmt-health       pod/cray-sysmgmt-health-prometheus-node-exporter-w4spp                1/1     Running     0               2d8h
sysmgmt-health       pod/cray-sysmgmt-health-prometheus-node-exporter-zq9vs                1/1     Running     0               2d11h
sysmgmt-health       pod/cray-sysmgmt-health-prometheus-snmp-exporter-5cb4c85bb8-j8pdq     1/1     Running     0               2d10h
sysmgmt-health       pod/cray-sysmgmt-health-redfish-cron-28845360-jtsx6                   0/1     Completed   0               16h
sysmgmt-health       pod/cray-sysmgmt-health-redfish-cron-28845720-7wgzh                   0/1     Completed   0               10h
sysmgmt-health       pod/cray-sysmgmt-health-redfish-cron-28846080-5k522                   0/1     Completed   0               4h27m
sysmgmt-health       pod/cray-sysmgmt-health-redfish-exporter-c4df695db-gdgbx              1/1     Running     0               2d10h
sysmgmt-health       pod/cray-sysmgmt-health-victoria-metrics-operator-59c8875866-jwwng    1/1     Running     2 (2d6h ago)    2d10h
sysmgmt-health       pod/vmagent-vms-0-5877fbd5c4-9nkk5                                    2/2     Running     0               2d9h
sysmgmt-health       pod/vmagent-vms-0-5877fbd5c4-r4gkm                                    2/2     Running     0               2d10h
sysmgmt-health       pod/vmagent-vms-1-8c8799964-9cvxd                                     2/2     Running     0               2d9h
sysmgmt-health       pod/vmagent-vms-1-8c8799964-jk4pr                                     2/2     Running     0               2d10h
sysmgmt-health       pod/vmalert-vms-5fdd8f54dd-9j82s                                      2/2     Running     0               2d10h
sysmgmt-health       pod/vmalertmanager-vms-0                                              2/2     Running     0               2d9h
sysmgmt-health       pod/vminsert-vms-cd9d4f894-5wzts                                      1/1     Running     0               2d10h
sysmgmt-health       pod/vminsert-vms-cd9d4f894-6jppr                                      1/1     Running     0               2d10h
sysmgmt-health       pod/vmselect-vms-0                                                    1/1     Running     0               2d10h
sysmgmt-health       pod/vmselect-vms-1                                                    1/1     Running     0               2d11h
sysmgmt-health       pod/vmstorage-vms-0                                                   1/1     Running     0               2d10h
sysmgmt-health       pod/vmstorage-vms-1                                                   1/1     Running     0               2d9h
tapms-operator       pod/cray-tapms-operator-57c6cfccf7-czq7d                              2/2     Running     4 (2d6h ago)    2d10h
vault                pod/cray-vault-0                                                      5/5     Running     1 (2d10h ago)   2d10h
vault                pod/cray-vault-1                                                      5/5     Running     0               2d10h
vault                pod/cray-vault-2                                                      5/5     Running     3 (2d9h ago)    2d9h
vault                pod/cray-vault-configurer-7b6f84b7df-mvg24                            2/2     Running     0               2d10h
vault                pod/cray-vault-operator-57cc597f8d-fntrq                              2/2     Running     2 (2d6h ago)    2d10h
vault                pod/spire-intermediate-28844640-84k9l                                 0/2     Completed   0               28h
vault                pod/tpm-intermediate-28844640-dcr8x                                   0/2     Completed   0               28h
velero               pod/cray-velero-78bb7fbcfd-sf2vc                                      1/1     Running     0               2d9h
velero               pod/restic-7k2fp                                                      1/1     Running     0               2d11h
velero               pod/restic-mrgfq                                                      1/1     Running     0               2d10h
velero               pod/restic-sdqkb                                                      1/1     Running     0               2d10h
velero               pod/restic-xprvn                                                      1/1     Running     0               2d8h
velero               pod/restic-z7ksk                                                      1/1     Running     0               2d11h

NAMESPACE        NAME                                                      TYPE           CLUSTER-IP      EXTERNAL-IP                                   PORT(S)                                                                   AGE
argo             service/argo-server-internal                              ClusterIP      10.25.112.142   <none>                                        2746/TCP                                                                  10d
argo             service/cray-nls                                          ClusterIP      10.23.182.210   <none>                                        80/TCP                                                                    10d
argo             service/cray-nls-argo-workflows-server                    ClusterIP      10.29.209.104   <none>                                        2746/TCP                                                                  10d
argo             service/cray-nls-postgres                                 ClusterIP      10.29.246.36    <none>                                        5432/TCP                                                                  10d
argo             service/cray-nls-postgres-0                               ClusterIP      10.29.100.159   <none>                                        5432/TCP                                                                  10d
argo             service/cray-nls-postgres-1                               ClusterIP      10.30.203.182   <none>                                        5432/TCP                                                                  10d
argo             service/cray-nls-postgres-2                               ClusterIP      10.23.94.104    <none>                                        5432/TCP                                                                  10d
argo             service/cray-nls-postgres-config                          ClusterIP      None            <none>                                        <none>                                                                    10d
argo             service/cray-nls-postgres-repl                            ClusterIP      10.19.124.169   <none>                                        5432/TCP                                                                  10d
argo             service/workflow-controller-metrics                       ClusterIP      10.21.209.48    <none>                                        8080/TCP                                                                  10d
ceph-cephfs      service/cray-ceph-csi-cephfs-nodeplugin-http-metrics      ClusterIP      10.16.229.35    <none>                                        8080/TCP                                                                  10d
ceph-cephfs      service/cray-ceph-csi-cephfs-provisioner-http-metrics     ClusterIP      10.19.221.38    <none>                                        8080/TCP                                                                  10d
ceph-rbd         service/cray-ceph-csi-rbd-nodeplugin-http-metrics         ClusterIP      10.26.111.51    <none>                                        8080/TCP                                                                  10d
ceph-rbd         service/cray-ceph-csi-rbd-provisioner-http-metrics        ClusterIP      10.17.231.103   <none>                                        8080/TCP                                                                  10d
ceph-rgw         service/cray-s3                                           LoadBalancer   10.30.246.119   10.102.193.65                                 8080:31615/TCP                                                            10d
cert-manager     service/cray-certmanager-cert-manager                     ClusterIP      10.26.209.33    <none>                                        9402/TCP                                                                  10d
cert-manager     service/cray-certmanager-cert-manager-webhook             ClusterIP      10.25.234.199   <none>                                        443/TCP                                                                   10d
default          service/kubernetes                                        ClusterIP      10.16.0.1       <none>                                        443/TCP                                                                   10d
dvs              service/cray-dvs-mqtt                                     ClusterIP      10.29.174.197   <none>                                        1883/TCP                                                                  3d17h
dvs              service/cray-dvs-mqtt-dvs-0-svc                           ClusterIP      10.25.144.209   <none>                                        1883/TCP                                                                  3d17h
dvs              service/cray-dvs-mqtt-dvs-1-svc                           ClusterIP      10.16.76.172    <none>                                        1883/TCP                                                                  3d17h
dvs              service/cray-dvs-mqtt-hdls-svc                            ClusterIP      None            <none>                                        7800/TCP,8161/TCP,61616/TCP                                               3d17h
dvs              service/cray-dvs-mqtt-ping-svc                            ClusterIP      None            <none>                                        8888/TCP                                                                  3d17h
hnc-system       service/hnc-controller-manager-metrics-service            ClusterIP      10.20.88.182    <none>                                        8443/TCP                                                                  10d
hnc-system       service/hnc-webhook-service                               ClusterIP      10.31.188.248   <none>                                        443/TCP                                                                   10d
istio-operator   service/istio-operator                                    ClusterIP      10.16.111.143   <none>                                        8383/TCP                                                                  10d
istio-system     service/istio-ingressgateway                              LoadBalancer   10.27.120.182   10.92.100.71                                  80:30853/TCP,443:31828/TCP,8081:31901/TCP,8883:31882/TCP,8888:32351/TCP   10d
istio-system     service/istio-ingressgateway-can                          LoadBalancer   10.27.237.146   <pending>                                     80:32757/TCP,443:32447/TCP                                                10d
istio-system     service/istio-ingressgateway-chn                          LoadBalancer   10.18.226.147   10.102.193.224                                80:31633/TCP,443:32724/TCP                                                10d
istio-system     service/istio-ingressgateway-cmn                          LoadBalancer   10.28.47.240    10.102.193.64                                 80:30891/TCP,443:31741/TCP                                                10d
istio-system     service/istio-ingressgateway-hmn                          LoadBalancer   10.30.125.195   10.94.100.71                                  80:30639/TCP,443:30585/TCP,8888:31116/TCP                                 10d
istio-system     service/istio-ingressgateway-local                        LoadBalancer   10.23.234.57    10.92.100.81                                  80:32222/TCP,443:31677/TCP,8081:31663/TCP,8883:30114/TCP,8888:32171/TCP   10d
istio-system     service/istiod                                            ClusterIP      10.20.138.128   <none>                                        15010/TCP,15012/TCP,443/TCP,15014/TCP                                     10d
istio-system     service/kiali                                             ClusterIP      10.24.36.15     <none>                                        20001/TCP,9090/TCP                                                        10d
kube-system      service/kube-dns                                          ClusterIP      10.16.0.10      <none>                                        53/UDP,53/TCP,9153/TCP                                                    10d
kube-system      service/metrics-server                                    ClusterIP      10.22.241.145   <none>                                        443/TCP                                                                   10d
kube-system      service/sealed-secrets                                    ClusterIP      10.23.8.146     <none>                                        8080/TCP                                                                  10d
kube-system      service/vms-coredns                                       ClusterIP      None            <none>                                        9153/TCP                                                                  10d
kube-system      service/vms-kube-controller-manager                       ClusterIP      None            <none>                                        10257/TCP                                                                 10d
kube-system      service/vms-kube-etcd                                     ClusterIP      None            <none>                                        2379/TCP                                                                  10d
kube-system      service/vms-kube-proxy                                    ClusterIP      None            <none>                                        10249/TCP                                                                 10d
kube-system      service/vms-kube-scheduler                                ClusterIP      None            <none>                                        10259/TCP                                                                 10d
kyverno          service/cray-kyverno-svc                                  ClusterIP      10.16.176.243   <none>                                        443/TCP                                                                   10d
kyverno          service/cray-kyverno-svc-metrics                          ClusterIP      10.20.246.105   <none>                                        8000/TCP                                                                  10d
kyverno          service/kyverno-background-controller-metrics             ClusterIP      10.24.92.238    <none>                                        8000/TCP                                                                  10d
kyverno          service/kyverno-cleanup-controller                        ClusterIP      10.28.166.72    <none>                                        443/TCP                                                                   10d
kyverno          service/kyverno-cleanup-controller-metrics                ClusterIP      10.31.168.233   <none>                                        8000/TCP                                                                  10d
kyverno          service/kyverno-reports-controller-metrics                ClusterIP      10.31.187.6     <none>                                        8000/TCP                                                                  10d
nexus            service/nexus                                             ClusterIP      10.31.80.111    <none>                                        80/TCP,5003/TCP                                                           10d
opa              service/ingressgateway                                    ClusterIP      10.18.204.249   <none>                                        9191/TCP                                                                  10d
opa              service/ingressgateway-customer-admin                     ClusterIP      10.22.8.166     <none>                                        9191/TCP                                                                  10d
opa              service/ingressgateway-customer-user                      ClusterIP      10.29.168.132   <none>                                        9191/TCP                                                                  10d
opa              service/ingressgateway-hmn                                ClusterIP      10.28.232.14    <none>                                        9191/TCP                                                                  10d
services         service/cfs-ara                                           ClusterIP      10.16.53.86     <none>                                        80/TCP                                                                    10d
services         service/cfs-ara-postgres                                  ClusterIP      10.26.10.233    <none>                                        5432/TCP                                                                  10d
services         service/cfs-ara-postgres-0                                ClusterIP      10.18.56.242    <none>                                        5432/TCP                                                                  10d
services         service/cfs-ara-postgres-1                                ClusterIP      10.17.223.120   <none>                                        5432/TCP                                                                  10d
services         service/cfs-ara-postgres-2                                ClusterIP      10.28.190.121   <none>                                        5432/TCP                                                                  10d
services         service/cfs-ara-postgres-config                           ClusterIP      None            <none>                                        <none>                                                                    10d
services         service/cfs-ara-postgres-repl                             ClusterIP      10.20.109.3     <none>                                        5432/TCP                                                                  10d
services         service/cms-ipxe-cray-service                             ClusterIP      10.20.77.107    <none>                                        80/TCP                                                                    10d
services         service/cos-config-service                                ClusterIP      10.30.6.230     <none>                                        80/TCP                                                                    3d17h
services         service/cray-bos                                          ClusterIP      10.31.65.75     <none>                                        80/TCP                                                                    10d
services         service/cray-bos-db                                       ClusterIP      10.19.234.110   <none>                                        6379/TCP                                                                  10d
services         service/cray-bss                                          ClusterIP      10.19.245.231   <none>                                        80/TCP                                                                    10d
services         service/cray-bss-bitnami-etcd                             ClusterIP      10.31.112.207   <none>                                        2379/TCP,2380/TCP                                                         10d
services         service/cray-bss-bitnami-etcd-headless                    ClusterIP      None            <none>                                        2379/TCP,2380/TCP                                                         10d
services         service/cray-capmc                                        ClusterIP      10.31.240.222   <none>                                        80/TCP                                                                    10d
services         service/cray-cfs-api                                      ClusterIP      10.28.128.60    <none>                                        80/TCP                                                                    10d
services         service/cray-cfs-api-db                                   ClusterIP      10.31.84.215    <none>                                        6379/TCP                                                                  10d
services         service/cray-cfs-batcher                                  ClusterIP      10.25.108.231   <none>                                        80/TCP                                                                    10d
services         service/cray-console-data                                 ClusterIP      10.18.66.171    <none>                                        80/TCP                                                                    10d
services         service/cray-console-data-postgres                        ClusterIP      10.19.179.183   <none>                                        5432/TCP                                                                  10d
services         service/cray-console-data-postgres-0                      ClusterIP      10.22.41.144    <none>                                        5432/TCP                                                                  10d
services         service/cray-console-data-postgres-1                      ClusterIP      10.29.215.38    <none>                                        5432/TCP                                                                  10d
services         service/cray-console-data-postgres-2                      ClusterIP      10.27.56.203    <none>                                        5432/TCP                                                                  10d
services         service/cray-console-data-postgres-config                 ClusterIP      None            <none>                                        <none>                                                                    10d
services         service/cray-console-data-postgres-repl                   ClusterIP      10.28.115.184   <none>                                        5432/TCP                                                                  10d
services         service/cray-console-node                                 ClusterIP      10.19.145.95    <none>                                        80/TCP                                                                    10d
services         service/cray-console-operator                             ClusterIP      10.18.130.100   <none>                                        80/TCP                                                                    10d
services         service/cray-cps                                          ClusterIP      10.20.153.6     <none>                                        80/TCP                                                                    3d17h
services         service/cray-dhcp-kea-api                                 ClusterIP      10.16.231.160   <none>                                        8000/TCP                                                                  10d
services         service/cray-dhcp-kea-postgres                            ClusterIP      10.19.13.61     <none>                                        5432/TCP                                                                  10d
services         service/cray-dhcp-kea-postgres-0                          ClusterIP      10.18.124.142   <none>                                        5432/TCP                                                                  10d
services         service/cray-dhcp-kea-postgres-1                          ClusterIP      10.22.205.102   <none>                                        5432/TCP                                                                  10d
services         service/cray-dhcp-kea-postgres-2                          ClusterIP      10.16.118.211   <none>                                        5432/TCP                                                                  10d
services         service/cray-dhcp-kea-postgres-config                     ClusterIP      None            <none>                                        <none>                                                                    10d
services         service/cray-dhcp-kea-postgres-repl                       ClusterIP      10.31.236.73    <none>                                        5432/TCP                                                                  10d
services         service/cray-dhcp-kea-tcp-hmn                             LoadBalancer   10.28.147.246   10.94.100.222                                 67:32364/TCP                                                              10d
services         service/cray-dhcp-kea-tcp-nmn                             LoadBalancer   10.27.2.125     10.92.100.222                                 67:31652/TCP                                                              10d
services         service/cray-dhcp-kea-udp-hmn                             LoadBalancer   10.24.69.58     10.94.100.222                                 67:31445/UDP                                                              10d
services         service/cray-dhcp-kea-udp-nmn                             LoadBalancer   10.24.67.246    10.92.100.222                                 67:30888/UDP                                                              10d
services         service/cray-dns-powerdns-api                             ClusterIP      10.18.10.233    <none>                                        8081/TCP                                                                  10d
services         service/cray-dns-powerdns-cmn-tcp                         LoadBalancer   10.22.153.149   10.102.193.61                                 53:32385/TCP                                                              10d
services         service/cray-dns-powerdns-cmn-udp                         LoadBalancer   10.31.231.212   10.102.193.61                                 53:32343/UDP                                                              10d
services         service/cray-dns-powerdns-hmn-tcp                         LoadBalancer   10.20.218.255   10.94.100.85                                  53:31878/TCP                                                              10d
services         service/cray-dns-powerdns-hmn-udp                         LoadBalancer   10.27.60.125    10.94.100.85                                  53:31222/UDP                                                              10d
services         service/cray-dns-powerdns-nmn-tcp                         LoadBalancer   10.17.181.211   10.92.100.85                                  53:32376/TCP                                                              10d
services         service/cray-dns-powerdns-nmn-udp                         LoadBalancer   10.16.50.11     10.92.100.85                                  53:32502/UDP                                                              10d
services         service/cray-dns-powerdns-postgres                        ClusterIP      10.19.53.74     <none>                                        5432/TCP                                                                  10d
services         service/cray-dns-powerdns-postgres-0                      ClusterIP      10.16.147.11    <none>                                        5432/TCP                                                                  10d
services         service/cray-dns-powerdns-postgres-1                      ClusterIP      10.31.91.238    <none>                                        5432/TCP                                                                  10d
services         service/cray-dns-powerdns-postgres-2                      ClusterIP      10.19.150.140   <none>                                        5432/TCP                                                                  10d
services         service/cray-dns-powerdns-postgres-config                 ClusterIP      None            <none>                                        <none>                                                                    10d
services         service/cray-dns-powerdns-postgres-repl                   ClusterIP      10.16.145.121   <none>                                        5432/TCP                                                                  10d
services         service/cray-dns-unbound                                  ClusterIP      10.20.140.28    <none>                                        80/TCP                                                                    10d
services         service/cray-dns-unbound-dns-unbound-exporter             ClusterIP      10.30.103.165   <none>                                        9167/TCP                                                                  10d
services         service/cray-dns-unbound-tcp-hmn                          LoadBalancer   10.18.243.246   10.94.100.225                                 53:30167/TCP                                                              10d
services         service/cray-dns-unbound-tcp-nmn                          LoadBalancer   10.24.187.183   10.92.100.225                                 53:32248/TCP                                                              10d
services         service/cray-dns-unbound-tcp-nmn-local-1                  LoadBalancer   10.16.140.233   10.92.100.224                                 53:32700/TCP                                                              10d
services         service/cray-dns-unbound-tcp-nmn-local-2                  LoadBalancer   10.22.58.212    10.92.100.223                                 53:32547/TCP                                                              10d
services         service/cray-dns-unbound-udp-hmn                          LoadBalancer   10.21.189.246   10.94.100.225                                 53:30027/UDP                                                              10d
