NAMESPACE            NAME                                                                  READY   STATUS      RESTARTS        AGE
services             replicaset.apps/cray-bos-operator-discovery-59ff8c8554                        1         1         1       10d
services             replicaset.apps/cray-bos-operator-power-off-forceful-7d75d64556               1         1         1       10d
services             replicaset.apps/cray-bos-operator-power-off-graceful-756657cbfb               1         1         1       10d
services             replicaset.apps/cray-bos-operator-power-on-7b8ccc7554                         1         1         1       10d
services             replicaset.apps/cray-bos-operator-session-cleanup-6c7448798b                  1         1         1       10d
services             replicaset.apps/cray-bos-operator-session-completion-6576ff58b                1         1         1       10d
services             replicaset.apps/cray-bos-operator-session-setup-6b9fc44c88                    1         1         1       10d
services             replicaset.apps/cray-bos-operator-status-57bc98cb8d                           1         1         1       10d
services             replicaset.apps/cray-bss-79785c6d89                                           3         3         3       10d
services             replicaset.apps/cray-capmc-6c5d69f685                                         3         3         3       10d
services             replicaset.apps/cray-cfs-api-557fb98d57                                       2         2         2       10d
services             replicaset.apps/cray-cfs-api-db-ff7f66d5d                                     1         1         1       10d
services             replicaset.apps/cray-cfs-batcher-6c66f6887                                    1         1         1       10d
services             replicaset.apps/cray-cfs-operator-854847c8c                                   1         1         1       10d
services             replicaset.apps/cray-console-data-bbff78774                                   1         1         1       10d
services             replicaset.apps/cray-console-operator-79b4c7dd4b                              1         1         1       10d
services             replicaset.apps/cray-cps-5684977999                                           2         2         2       3d17h
services             replicaset.apps/cray-dhcp-kea-56c5bb5789                                      3         3         3       10d
services             replicaset.apps/cray-dns-powerdns-645654c6f6                                  1         1         1       10d
services             replicaset.apps/cray-dns-unbound-79b56d4645                                   3         3         3       10d
services             replicaset.apps/cray-externaldns-external-dns-688c68fb58                      1         1         1       10d
services             replicaset.apps/cray-fas-77bb4c6b79                                           1         1         1       10d
services             replicaset.apps/cray-hbtd-55fb95cc7b                                          3         3         3       10d
services             replicaset.apps/cray-hmnfd-747b78f958                                         3         3         3       10d
services             replicaset.apps/cray-hms-hmcollector-ingress-7c5bb55c74                       3         3         3       10d
services             replicaset.apps/cray-hms-hmcollector-poll-66cc59bcd                           1         1         1       10d
services             replicaset.apps/cray-hms-rts-5488d9b94                                        1         1         1       10d
services             replicaset.apps/cray-hms-rts-snmp-d9cb7fdc                                    1         1         1       10d
services             replicaset.apps/cray-ims-d7466c6f9                                            1         1         1       10d
services             replicaset.apps/cray-ipxe-aarch64-6d97578788                                  1         1         1       10d
services             replicaset.apps/cray-ipxe-x86-64-59d949584d                                   1         1         1       10d
services             replicaset.apps/cray-meds-85d8955fb5                                          1         1         1       10d
services             replicaset.apps/cray-node-labels-6c7cc4c5f8                                   1         1         1       10d
services             replicaset.apps/cray-oauth2-proxies-customer-access-ingress-7fc49cffcf        1         1         1       10d
services             replicaset.apps/cray-oauth2-proxies-customer-high-speed-ingress-79cb9bd579    1         1         1       10d
services             replicaset.apps/cray-oauth2-proxies-customer-management-ingress-c6c64ddfb     1         1         1       10d
services             replicaset.apps/cray-postgres-operator-596b6cfb9c                             1         1         1       10d
services             replicaset.apps/cray-power-control-6f9869d68                                  3         3         3       10d
services             replicaset.apps/cray-powerdns-manager-6c49966f54                              1         1         1       10d
services             replicaset.apps/cray-scsd-b744ccc54                                           3         3         3       10d
services             replicaset.apps/cray-shared-kafka-entity-operator-779945b686                  1         1         1       10d
services             replicaset.apps/cray-sls-9d467b6d6                                            3         3         3       10d
services             replicaset.apps/cray-smd-79dc846fcb                                           3         3         3       10d
services             replicaset.apps/cray-sts-6b8bb75c68                                           3         3         3       10d
services             replicaset.apps/cray-tftp-5d546777c9                                          3         3         3       10d
services             replicaset.apps/cray-vpa-recommender-86867b7bf6                               1         1         1       10d
services             replicaset.apps/cray-vpa-updater-6f7bb8dcf5                                   1         1         1       10d
services             replicaset.apps/csm-ssh-keys-7ccc4f5494                                       1         1         1       10d
services             replicaset.apps/etcd-backup-restore-75bb5c4694                                2         2         2       10d
services             replicaset.apps/gitea-vcs-856dfb98cf                                          1         1         1       10d
services             replicaset.apps/nmdv2-service-86466bc7f8                                      1         1         1       3d17h
services             replicaset.apps/slingshot-fabric-manager-6b74fdb5c7                           1         1         1       3d17h
spire                replicaset.apps/cray-spire-jwks-847fc745b8                                    3         3         3       10d
spire                replicaset.apps/cray-spire-postgres-pooler-5997f6f6f5                         3         3         3       10d
spire                replicaset.apps/spire-jwks-6fbb5864db                                         3         3         3       10d
spire                replicaset.apps/spire-postgres-pooler-6c97d87dd5                              3         3         3       10d
sshot-net-operator   replicaset.apps/sshot-net-operator-cf49677c5                                  1         1         1       3d17h
sysmgmt-health       replicaset.apps/cray-sysmgmt-health-canu-test-5fc8b5d66c                      1         1         1       10d
sysmgmt-health       replicaset.apps/cray-sysmgmt-health-grafana-7476fd6654                        1         1         1       10d
sysmgmt-health       replicaset.apps/cray-sysmgmt-health-grok-exporter-544fb59f84                  3         3         3       10d
sysmgmt-health       replicaset.apps/cray-sysmgmt-health-kube-state-metrics-754c86467f             1         1         1       10d
sysmgmt-health       replicaset.apps/cray-sysmgmt-health-logstash-exporter-85bc88574b              1         1         1       10d
sysmgmt-health       replicaset.apps/cray-sysmgmt-health-prometheus-snmp-exporter-5cb4c85bb8       1         1         1       10d
sysmgmt-health       replicaset.apps/cray-sysmgmt-health-redfish-exporter-c4df695db                1         1         1       10d
sysmgmt-health       replicaset.apps/cray-sysmgmt-health-victoria-metrics-operator-59c8875866      1         1         1       10d
sysmgmt-health       replicaset.apps/vmagent-vms-0-5877fbd5c4                                      2         2         2       10d
sysmgmt-health       replicaset.apps/vmagent-vms-1-8c8799964                                       2         2         2       10d
sysmgmt-health       replicaset.apps/vmalert-vms-5fdd8f54dd                                        1         1         1       10d
sysmgmt-health       replicaset.apps/vminsert-vms-cd9d4f894                                        2         2         2       10d
tapms-operator       replicaset.apps/cray-tapms-operator-57c6cfccf7                                1         1         1       10d
vault                replicaset.apps/cray-vault-configurer-7b6f84b7df                              1         1         1       10d
vault                replicaset.apps/cray-vault-operator-57cc597f8d                                1         1         1       10d
velero               replicaset.apps/cray-velero-78bb7fbcfd                                        1         1         1       10d

NAMESPACE        NAME                                               READY   AGE
argo             statefulset.apps/cray-iuf-metacontroller-helm      2/2     10d
argo             statefulset.apps/cray-nls-postgres                 3/3     10d
dvs              statefulset.apps/cray-dvs-mqtt-ss                  1/2     3d17h
services         statefulset.apps/cfs-ara-postgres                  3/3     10d
services         statefulset.apps/cray-bss-bitnami-etcd             3/3     10d
services         statefulset.apps/cray-console-data-postgres        3/3     10d
services         statefulset.apps/cray-console-node                 2/2     10d
services         statefulset.apps/cray-dhcp-kea-postgres            3/3     10d
services         statefulset.apps/cray-dns-powerdns-postgres        3/3     10d
services         statefulset.apps/cray-fas-bitnami-etcd             3/3     10d
services         statefulset.apps/cray-hbtd-bitnami-etcd            3/3     10d
services         statefulset.apps/cray-hmnfd-bitnami-etcd           3/3     10d
services         statefulset.apps/cray-keycloak                     3/3     10d
services         statefulset.apps/cray-power-control-bitnami-etcd   3/3     10d
services         statefulset.apps/cray-sls-postgres                 3/3     10d
services         statefulset.apps/cray-smd-postgres                 3/3     10d
services         statefulset.apps/gitea-vcs-postgres                3/3     10d
services         statefulset.apps/keycloak-postgres                 3/3     10d
spire            statefulset.apps/cray-spire-postgres               3/3     10d
spire            statefulset.apps/cray-spire-server                 3/3     10d
spire            statefulset.apps/spire-postgres                    3/3     10d
spire            statefulset.apps/spire-server                      3/3     10d
spire            statefulset.apps/tpm-provisioner                   1/1     10d
sysmgmt-health   statefulset.apps/vmalertmanager-vms                1/1     10d
sysmgmt-health   statefulset.apps/vmselect-vms                      2/2     10d
sysmgmt-health   statefulset.apps/vmstorage-vms                     2/2     10d
vault            statefulset.apps/cray-vault                        3/3     10d

NAMESPACE      NAME                                                                      REFERENCE                                        TARGETS   MINPODS   MAXPODS   REPLICAS   AGE
istio-system   horizontalpodautoscaler.autoscaling/istio-ingressgateway                  Deployment/istio-ingressgateway                  3%/80%    3         6         3          10d
istio-system   horizontalpodautoscaler.autoscaling/istio-ingressgateway-customer-admin   Deployment/istio-ingressgateway-customer-admin   6%/80%    3         6         3          10d
istio-system   horizontalpodautoscaler.autoscaling/istio-ingressgateway-customer-user    Deployment/istio-ingressgateway-customer-user    6%/80%    3         6         3          10d
istio-system   horizontalpodautoscaler.autoscaling/istio-ingressgateway-hmn              Deployment/istio-ingressgateway-hmn              6%/80%    3         6         3          10d
istio-system   horizontalpodautoscaler.autoscaling/istiod                                Deployment/istiod                                1%/80%    3         8         3          10d
services       horizontalpodautoscaler.autoscaling/cray-bos                              Deployment/cray-bos                              9%/50%    2         10        2          10d
services       horizontalpodautoscaler.autoscaling/cray-cfs-api                          Deployment/cray-cfs-api                          8%/50%    2         10        2          10d

NAMESPACE        NAME                                                        SCHEDULE       SUSPEND   ACTIVE   LAST SCHEDULE   AGE
argo             cronjob.batch/logical-backup-cray-nls-postgres              10 23 * * *    False     0        5h17m           10d
kube-system      cronjob.batch/kube-etcdbackup                               */10 * * * *   False     0        7m50s           10d
kyverno          cronjob.batch/kyverno-cleanup-admission-reports             */10 * * * *   False     0        7m50s           10d
kyverno          cronjob.batch/kyverno-cleanup-cluster-admission-reports     */10 * * * *   False     0        7m50s           10d
services         cronjob.batch/cray-bss-bitnami-etcd-snapshotter             0 */1 * * *    False     0        27m             10d
services         cronjob.batch/cray-dhcp-kea-helper                          */3 * * * *    False     1        50s             10d
services         cronjob.batch/cray-dns-unbound-manager                      */2 * * * *    False     0        110s            10d
services         cronjob.batch/cray-fas-bitnami-etcd-snapshotter             0 */1 * * *    False     0        27m             10d
services         cronjob.batch/cray-hbtd-bitnami-etcd-snapshotter            0 */1 * * *    False     0        27m             10d
services         cronjob.batch/cray-hmnfd-bitnami-etcd-snapshotter           0 */1 * * *    False     0        27m             10d
services         cronjob.batch/cray-power-control-bitnami-etcd-snapshotter   0 */1 * * *    False     0        27m             10d
services         cronjob.batch/etcd-backup-pvc-snapshots-to-s3               5 */1 * * *    False     0        22m             10d
services         cronjob.batch/hms-discovery                                 */3 * * * *    False     1        50s             10d
services         cronjob.batch/kube-etcd-defrag                              0 0 * * *      False     0        4h27m           10d
services         cronjob.batch/kube-etcd-defrag-cray-hbtd-bitnami-etcd       0 */4 * * *    False     0        27m             10d
services         cronjob.batch/logical-backup-cray-sls-postgres              10 23 * * *    False     0        5h17m           10d
services         cronjob.batch/logical-backup-cray-smd-postgres              10 0 * * *     False     0        4h17m           10d
services         cronjob.batch/logical-backup-gitea-vcs-postgres             10 1 * * *     False     0        3h17m           10d
services         cronjob.batch/logical-backup-keycloak-postgres              10 2 * * *     False     0        137m            10d
services         cronjob.batch/sonar-sync                                    */1 * * * *    False     0        50s             10d
services         cronjob.batch/sshot-fm-recover                              */3 * * * *    False     1        50s             3d17h
sysmgmt-health   cronjob.batch/cray-sysmgmt-health-redfish-cron              0 */6 * * *    False     0        4h27m           10d
vault            cronjob.batch/spire-intermediate                            0 0 * * 1      False     0        28h             10d
vault            cronjob.batch/tpm-intermediate                              0 0 * * 1      False     0        28h             10d

NAMESPACE        NAME                                                             COMPLETIONS   DURATION   AGE
argo             job.batch/logical-backup-cray-nls-postgres-28843150              1/1           113s       2d5h
argo             job.batch/logical-backup-cray-nls-postgres-28844590              1/1           67s        29h
argo             job.batch/logical-backup-cray-nls-postgres-28846030              1/1           21s        5h17m
kube-system      job.batch/kube-etcdbackup-28846340                               1/1           13s        7m50s
kyverno          job.batch/kyverno-cleanup-admission-reports-28846340             1/1           7s         7m50s
kyverno          job.batch/kyverno-cleanup-cluster-admission-reports-28846340     1/1           5s         7m50s
services         job.batch/cfs-14be2f57-d88e-4c8b-b761-73a64d472d67               1/1           2m33s      2d12h
services         job.batch/cfs-16286ae0-aaf4-4c41-9632-92b760640772               1/1           57m        3d11h
services         job.batch/cfs-2b990f1f-940c-48b6-a408-59c40f1b3c25               0/1           3d13h      3d13h
services         job.batch/cfs-2c62f80c-ce57-4995-ba5e-1cec52107a9e               1/1           5m52s      2d11h
services         job.batch/cfs-319212e1-0cad-4e2b-907b-9fedec35e082               1/1           5m9s       2d10h
services         job.batch/cfs-41ab5ec8-167d-4b1d-9cdb-8ba0f2b295ec               1/1           6m14s      2d8h
services         job.batch/cfs-46798ca0-f9dd-460d-97ff-2f38d8676809               1/1           51m        3d13h
services         job.batch/cfs-51e773a9-faba-4ba5-b040-bccc5d54d851               1/1           70s        2d7h
services         job.batch/cfs-5e9d9e0d-db80-4b2a-907a-1e0aacab0dc9               1/1           3m53s      2d6h
services         job.batch/cfs-6609143b-2dd4-4397-b620-de89662daa52               1/1           56m        3d11h
services         job.batch/cfs-7b91e886-3615-47b1-8c53-5f0a2775d977               1/1           2m52s      2d7h
services         job.batch/cfs-7cb75ede-e7d4-4e6c-b305-ce13e5692429               1/1           55m        3d13h
services         job.batch/cfs-7d079a52-2c3c-4a0b-8129-dc7b834856fe               0/1           2d13h      2d13h
services         job.batch/cfs-8bb8d16b-2114-4981-9814-b1880c01e245               1/1           44m        3d11h
services         job.batch/cfs-8f6684eb-cb8f-4f03-89b0-e1921783ca99               1/1           11m        3d13h
services         job.batch/cfs-99fb7303-990d-480f-909d-54bf3de51268               1/1           41m        3d15h
services         job.batch/cfs-9e837c7a-df93-4f06-b77f-d3a6a93f3e4e               1/1           5m36s      2d10h
services         job.batch/cfs-a123c901-bf91-466d-8146-3ed090c536db               1/1           14m        3d15h
services         job.batch/cfs-a53dd931-0ddf-4193-9a55-69225bcd8ead               1/1           16m        3d13h
services         job.batch/cfs-ara-wait-for-postgres-1                            1/1           3m52s      10d
services         job.batch/cfs-c185920a-1094-47bc-88a6-06badac5d78d               1/1           4m10s      2d6h
services         job.batch/cfs-c2a9c575-8cbf-479f-8663-62353c9cbfef               0/1           3d13h      3d13h
services         job.batch/cfs-c3095dad-ab7b-4ac2-b122-480b457e0c42               1/1           3m31s      2d12h
services         job.batch/cfs-c8a14f0a-d7c2-4473-9bd3-c0a94864f02e               1/1           3m41s      2d8h
services         job.batch/cfs-caf53d40-95cb-4a44-8f66-97d324953cf1               0/1           2d12h      2d12h
services         job.batch/cfs-ce03f0e5-0d97-42c2-821b-a6a4df765f66               1/1           15m        3d15h
services         job.batch/cfs-d1a9b280-8cb5-437b-848f-282f7c5bf602               1/1           5m49s      2d11h
services         job.batch/cray-bss-bitnami-etcd-snapshotter-28846320             1/1           104s       27m
services         job.batch/cray-bss-wait-for-etcd-1                               1/1           51s        10d
services         job.batch/cray-console-data-wait-for-postgres-1                  1/1           3m52s      10d
services         job.batch/cray-dhcp-kea-helper-28846338                          1/1           77s        9m50s
services         job.batch/cray-dhcp-kea-helper-28846341                          1/1           58s        6m50s
services         job.batch/cray-dhcp-kea-helper-28846344                          1/1           33s        3m50s
services         job.batch/cray-dhcp-kea-helper-28846347                          0/1           50s        50s
services         job.batch/cray-dns-powerdns-wait-for-postgres-1                  1/1           4m57s      10d
services         job.batch/cray-dns-unbound-manager-28846342                      1/1           80s        5m50s
services         job.batch/cray-dns-unbound-manager-28846344                      1/1           38s        3m50s
services         job.batch/cray-dns-unbound-manager-28846346                      1/1           70s        110s
services         job.batch/cray-fas-bitnami-etcd-snapshotter-28846320             1/1           2m2s       27m
services         job.batch/cray-fas-wait-for-etcd-1                               1/1           33s        10d
services         job.batch/cray-hbtd-bitnami-etcd-snapshotter-28846320            1/1           2m7s       27m
services         job.batch/cray-hbtd-wait-for-etcd-1                              1/1           70s        10d
services         job.batch/cray-hmnfd-bitnami-etcd-snapshotter-28846320           1/1           2m13s      27m
services         job.batch/cray-hmnfd-wait-for-etcd-1                             1/1           41s        10d
services         job.batch/cray-hms-rts-init                                      1/1           67s        10d
services         job.batch/cray-power-control-bitnami-etcd-snapshotter-28846320   1/1           2m18s      27m
services         job.batch/cray-power-control-wait-for-etcd-1                     1/1           67s        10d
services         job.batch/cray-sls-init-load                                     1/1           4m         10d
services         job.batch/cray-sls-wait-for-postgres-1                           1/1           4m8s       10d
services         job.batch/cray-smd-init                                          1/1           3m52s      10d
services         job.batch/cray-smd-wait-for-postgres-1                           1/1           4m22s      10d
services         job.batch/etcd-backup-pvc-snapshots-to-s3-28846325               1/1           99s        22m
services         job.batch/gitea-vcs-wait-for-postgres-1                          1/1           4m2s       10d
services         job.batch/hms-discovery-28842735                                 0/1           2d12h      2d12h
services         job.batch/hms-discovery-28846317                                 1/1           67s        30m
services         job.batch/hms-discovery-28846320                                 1/1           2m24s      27m
services         job.batch/hms-discovery-28846323                                 1/1           58s        24m
services         job.batch/hms-discovery-28846326                                 1/1           116s       21m
services         job.batch/hms-discovery-28846329                                 1/1           91s        18m
services         job.batch/hms-discovery-28846332                                 1/1           66s        15m
services         job.batch/hms-discovery-28846335                                 1/1           119s       12m
services         job.batch/hms-discovery-28846338                                 1/1           88s        9m50s
services         job.batch/hms-discovery-28846341                                 1/1           64s        6m50s
services         job.batch/hms-discovery-28846344                                 1/1           116s       3m50s
services         job.batch/hms-discovery-28846347                                 0/1           50s        50s
services         job.batch/keycloak-setup-1                                       1/1           7m58s      10d
services         job.batch/keycloak-users-localize-1                              1/1           12m        10d
services         job.batch/keycloak-wait-for-postgres-1                           1/1           4m28s      10d
services         job.batch/kube-etcd-defrag-28846080                              1/1           81s        4h27m
services         job.batch/kube-etcd-defrag-cray-hbtd-bitnami-etcd-28846320       1/1           2m29s      27m
services         job.batch/logical-backup-cray-sls-postgres-28843150              1/1           119s       2d5h
services         job.batch/logical-backup-cray-sls-postgres-28844590              1/1           78s        29h
services         job.batch/logical-backup-cray-sls-postgres-28846030              1/1           43s        5h17m
services         job.batch/logical-backup-cray-smd-postgres-28843210              1/1           59s        2d4h
services         job.batch/logical-backup-cray-smd-postgres-28844650              1/1           85s        28h
services         job.batch/logical-backup-cray-smd-postgres-28846090              1/1           59s        4h17m
services         job.batch/logical-backup-gitea-vcs-postgres-28843270             1/1           54s        2d3h
services         job.batch/logical-backup-gitea-vcs-postgres-28844710             1/1           82s        27h
services         job.batch/logical-backup-gitea-vcs-postgres-28846150             1/1           54s        3h17m
services         job.batch/logical-backup-keycloak-postgres-28843330              1/1           44s        2d2h
services         job.batch/logical-backup-keycloak-postgres-28844770              1/1           75s        26h
services         job.batch/logical-backup-keycloak-postgres-28846210              1/1           44s        137m
services         job.batch/sonar-sync-28846345                                    1/1           38s        2m50s
services         job.batch/sonar-sync-28846346                                    1/1           38s        110s
services         job.batch/sonar-sync-28846347                                    1/1           38s        50s
services         job.batch/sshot-fm-recover-28846317                              1/1           72s        30m
services         job.batch/sshot-fm-recover-28846320                              1/1           2m35s      27m
services         job.batch/sshot-fm-recover-28846323                              1/1           71s        24m
services         job.batch/sshot-fm-recover-28846326                              1/1           45s        21m
services         job.batch/sshot-fm-recover-28846329                              1/1           97s        18m
services         job.batch/sshot-fm-recover-28846332                              1/1           71s        15m
services         job.batch/sshot-fm-recover-28846335                              1/1           42s        12m
services         job.batch/sshot-fm-recover-28846338                              1/1           94s        9m50s
services         job.batch/sshot-fm-recover-28846341                              1/1           69s        6m50s
services         job.batch/sshot-fm-recover-28846344                              1/1           44s        3m50s
services         job.batch/sshot-fm-recover-28846347                              0/1           50s        50s
spire            job.batch/cray-spire-update-bss-1                                1/1           62s        10d
sysmgmt-health   job.batch/cray-sysmgmt-health-redfish-cron-28845360              1/1           24m        16h
sysmgmt-health   job.batch/cray-sysmgmt-health-redfish-cron-28845720              1/1           24m        10h
sysmgmt-health   job.batch/cray-sysmgmt-health-redfish-cron-28846080              1/1           24m        4h27m
vault            job.batch/spire-intermediate-28834560                            1/1           18s        8d
vault            job.batch/spire-intermediate-28844640                            1/1           41s        28h
vault            job.batch/tpm-intermediate-28834560                              1/1           18s        8d
vault            job.batch/tpm-intermediate-28844640                              1/1           38s        28h

NAMESPACE   NAME                                                         IMAGE                                                                                         CLUSTER-LABEL   SERVICE-ACCOUNT   MIN-INSTANCES   AGE
services    operatorconfiguration.acid.zalan.do/cray-postgres-operator   artifactory.algol60.net/csm-docker/stable/registry.opensource.zalan.do/acid/spilo-14:2.1-p7   cluster-name    postgres-pod      -1              10d

NAMESPACE   NAME                                                  TEAM                VERSION   PODS   VOLUME   CPU-REQUEST   MEMORY-REQUEST   AGE   STATUS
argo        postgresql.acid.zalan.do/cray-nls-postgres            cray-nls            14        3      2Gi                                     10d   Running
services    postgresql.acid.zalan.do/cfs-ara-postgres             cfs-ara             14        3      50Gi                                    10d   Running
services    postgresql.acid.zalan.do/cray-console-data-postgres   cray-console-data   14        3      2Gi                                     10d   Running
services    postgresql.acid.zalan.do/cray-dhcp-kea-postgres       cray-dhcp-kea       14        3      10Gi     2             1Gi              10d   Running
services    postgresql.acid.zalan.do/cray-dns-powerdns-postgres   cray-dns-powerdns   14        3      10Gi                                    10d   Running
services    postgresql.acid.zalan.do/cray-sls-postgres            cray-sls            14        3      1Gi                                     10d   Running
services    postgresql.acid.zalan.do/cray-smd-postgres            cray-smd            14        3      100Gi    4             8Gi              10d   Running
services    postgresql.acid.zalan.do/gitea-vcs-postgres           gitea-vcs           14        3      50Gi                                    10d   Running
services    postgresql.acid.zalan.do/keycloak-postgres            keycloak            14        3      10Gi                                    10d   Running
spire       postgresql.acid.zalan.do/cray-spire-postgres          cray-spire          14        3      60Gi     4             4Gi              10d   Running
spire       postgresql.acid.zalan.do/spire-postgres               spire               14        3      60Gi     4             4Gi              10d   Running
