NAMESPACE            NAME                                                              READY   STATUS      RESTARTS        AGE     IP            NODE       NOMINATED NODE   READINESS GATES
services             cray-bos-db-788bcbc84c-6xkwc                                      2/2     Running     0               4d10h   10.44.0.62    ncn-w003   <none>           <none>
services             cray-bos-operator-actual-state-cleanup-576b95fdc6-5gxkv           2/2     Running     0               23h     10.41.0.98    ncn-w004   <none>           <none>
services             cray-bos-operator-configuration-7856b8fc78-dgv2v                  2/2     Running     0               23h     10.41.0.88    ncn-w004   <none>           <none>
services             cray-bos-operator-discovery-59ff8c8554-cvqj4                      2/2     Running     0               23h     10.41.0.92    ncn-w004   <none>           <none>
services             cray-bos-operator-power-off-forceful-7d75d64556-dpndw             2/2     Running     0               23h     10.41.0.91    ncn-w004   <none>           <none>
services             cray-bos-operator-power-off-graceful-756657cbfb-6rf5j             2/2     Running     0               23h     10.41.0.103   ncn-w004   <none>           <none>
services             cray-bos-operator-power-on-7b8ccc7554-5lzcx                       2/2     Running     0               23h     10.36.0.55    ncn-w001   <none>           <none>
services             cray-bos-operator-session-cleanup-6c7448798b-ln96p                2/2     Running     0               23h     10.36.0.50    ncn-w001   <none>           <none>
services             cray-bos-operator-session-completion-6576ff58b-9cl49              2/2     Running     0               23h     10.36.0.69    ncn-w001   <none>           <none>
services             cray-bos-operator-session-setup-6b9fc44c88-5mq4q                  2/2     Running     0               23h     10.36.0.52    ncn-w001   <none>           <none>
services             cray-bos-operator-status-57bc98cb8d-rn7vl                         2/2     Running     0               16h     10.34.0.32    ncn-w002   <none>           <none>
services             cray-bss-79785c6d89-kq8vf                                         2/2     Running     0               4d10h   10.44.0.32    ncn-w003   <none>           <none>
services             cray-bss-79785c6d89-q66xz                                         2/2     Running     0               47h     10.41.0.83    ncn-w004   <none>           <none>
services             cray-bss-79785c6d89-twsbv                                         2/2     Running     0               23h     10.36.0.46    ncn-w001   <none>           <none>
services             cray-bss-bitnami-etcd-0                                           2/2     Running     0               4d10h   10.44.0.44    ncn-w003   <none>           <none>
services             cray-bss-bitnami-etcd-1                                           2/2     Running     0               22h     10.34.0.23    ncn-w002   <none>           <none>
services             cray-bss-bitnami-etcd-2                                           2/2     Running     0               45h     10.36.0.20    ncn-w001   <none>           <none>
services             cray-bss-bitnami-etcd-snapshotter-28849200-7cw6t                  0/2     Completed   0               56m     10.46.0.22    ncn-w005   <none>           <none>
services             cray-capmc-6c5d69f685-4m44m                                       2/2     Running     0               4d10h   10.44.0.60    ncn-w003   <none>           <none>
services             cray-capmc-6c5d69f685-hv798                                       2/2     Running     0               4d10h   10.41.0.47    ncn-w004   <none>           <none>
services             cray-capmc-6c5d69f685-qcwv8                                       2/2     Running     0               23h     10.36.0.45    ncn-w001   <none>           <none>
services             cray-cfs-api-557fb98d57-2hwd5                                     2/2     Running     9 (16h ago)     4d10h   10.41.0.42    ncn-w004   <none>           <none>
services             cray-cfs-api-557fb98d57-s2t4t                                     2/2     Running     1 (16h ago)     16h     10.34.0.42    ncn-w002   <none>           <none>
services             cray-cfs-api-db-ff7f66d5d-pnk2d                                   2/2     Running     0               16h     10.34.0.43    ncn-w002   <none>           <none>
services             cray-cfs-batcher-6c66f6887-xd8f5                                  2/2     Running     0               23h     10.41.0.102   ncn-w004   <none>           <none>
